cmt_col,labels
Đúng rồi.Chứ k phải do mấy thằng bụng bầu rước giặc về diệt chủng đồng bào đâu,2.0
"Nguyễn Lê Vĩnh Hưng dell biết so sánh lứa cầu thủ năm 2022 với lứa cầu thủ năm nay à đồ nguu. Lứa 2022 cũng từng thất bại bị chửi nhiều vch rồi, và lứa 2022 cũng nhiều ngôi sao gánh team nữa nha đồ nguuu",1.0
bị tâm thần vẫn có thể có học vị TS nhé. Cám ơn TS Vũ Tiến Lộc đã mang lại niềm tin cho cộng đồng bệnh nhân tâm thần.,0.0
xin lỗi cái gì ???,0.0
Xin lỗi mà song à,0.0
"chia buồn cùng gia đình kid xanh cỏ hết , sv nghèo hèn muôn đời nát",2.0
Thương cho vk tôi,0.0
"Khốn nạn thật, báo ứng sẽ đến sớm với lũ ham ăn nhác làm chuyên đi lừa đảo ăn cướp của người khác",2.0
 chữ nghĩa không tới đâu,0.0
anh em có phúc cùng hưởng có họa tự chịu hehe ,0.0
idol Tiger mau về Việt Nam với chúng cháu nha. thấy rất quý bác.,0.0
nó chơi luật rừng thì mình chơi luật rừng! mạng đổi mạng! đéo phải nói nhiều! Bức xúc làm cc gì,1.0
Vĩn biệt cụ:)),0.0
Bố thằng Trâu Dê Nổ,2.0
Bạn nữ mà rên thì :)),0.0
thế mày nghĩ nó quan tâm đến việc mày vội hay ko vội à. ngu v k l :v,1.0
"Đm đánh thì ngu, mồm thì tinh tướng, thua là khóc lóc đổ lỗi, trông m đần vcl ra",2.0
Anh Sẽ Đến 100 củ to quá,0.0
Sủa hay lắm ad,1.0
tình yêu hãy nói về nhism korea,0.0
caitlyn mà nó lên giảm hồi máu thì ko có chuyện hồi đến tận 1k8 máu như kia đâu,0.0
Chị 3 cho e 200 triệu đi làm chymmm đi huhuh,0.0
"Đm nứng lòn ghê dị hà, ngta đánh đôi 3 đi đánh đôi heo, dừa lòn 🤣",1.0
tôi với bạn làm kèo không mà bảo tôi clone,0.0
Qua tan nhan,1.0
Mẹo m bé,1.0
Giàu thật đấy .. nhưng đầu không có não..khinh,1.0
chị này lấy văn mẫu ở đâu vậy,0.0
okee a ưii,0.0
"cái đmm nhé ad, đừng có vơ đũa cả nắm, ăn cứt cả đống nhé con. 4.5 tr Đảng viên k phải ai cũng xấu mà để m nói cái giọng của loại chó đấy. cái page chó bẩn ngu si này. m ra xem ngoài xã hội đầy Đảng viên vẫn nai lưng đi làm để nuôi đầy cái giống đéo ph",2.0
m là đứa mõm chó ăn cức,2.0
bóng già chuyển giới. CÔ CÔ nghe mắc ỉa. súc vật lũ bongs chó tởm lợm,2.0
cái bọn cướp ngày thì muốn làm gì chẳng được,2.0
Người nhật mà còn có thể loại ko não này thì bảo sao VN lại ko ..chán dell muốn nói,1.0
Xe phải có thêm khoá đĩa hoặc xích dây dài nó lấy cũng còn lâu,0.0
Việt Nam sướng lắm ai ơi-chỉ cần trộm cướp no nê ấm lòng-Không làm mà cũng có ăn- 1 lần trộm cướp bằng 3 năm làm “ tự hào quá vn ơi “,0.0
"﻿Từng được giúp không lấy một đồng, giờ Jack quên hết ơn nghĩa sao? Tóm tắt livestream mới nhất: https://tinhotnew.com/viruss-livestream-moi-nhat",0.0
"là chó,cặn bã nhất của xã hội thì đúng hơn",2.0
Quá hay cho mấy anh Hàn Quốc,0.0
Lu căn bả,2.0
"Thằng chó, không biết xấu hổ",2.0
Mày vì usd ma ban linh hon,1.0
Acc fake ae,0.0
Thành Nguyễn mong PL can thiệp và xử lý triệt để để đòi lại công bằng cho cháu,0.0
không chú nào quỳ bố nó xuống nước cho ổng dẫm lên lưng bước qua...như vậy có thể mau lên chức hay sớm được chiếu cố hơn! quan nhà sản có khác...bị khuyết tật!,1.0
Cai mat nha tien tri Tran Dan.nhin giong cai phau cau ga cong nghiep wa mn oi,2.0
bắt sai còn xin lỗi dùm nó,1.0
xin địt mẹ m,2.0
Nguyễn Quốc An thứ học trò lồn,2.0
Sang hết đây :)),0.0
Nấu nổi canh chua như cái bả lồn vậy ai dám ăn. Tao nói hả cái mặt của mày nhìn như trái hủ qua,2.0
"ủa alo bắt kiểu gì vậy ông trọng tài , hám tiền đến mức đó?",0.0
Hong Vann Thì anh tôi mà 🤣🤣,0.0
đkm đứa nào bảo idol trần dần t mắc covid đấy :v,1.0
Ông chủ cà phê TRUNG NGUYÊN lúc này,0.0
"Lại sủi, đúng quy trình rồi đấy",0.0
Vô văn hoá vl nè =)))),1.0
Woh Wh đễ sức ăn giỗ bà già mầy Dắk con à,2.0
Suốt ngày đi làm ô xin như con chó bên mỹ mà bị đá dập mu 2 lần rồi nên đi đái cũng khó sợ nó nhức,1.0
Trọng tài kiểu gì thủ môn ra nửa sân bắt bóng.. Luật mới trong bóng đá mà ông trọng tài này đưa ra sao,0.0
"Chỗ sân đá bóng có người không, mà sao không ai can thiệp,3 cha con tan ác đó vậy trời, ỷ mình có tiền xem mạng người như là rát",1.0
Nguyễn Mạnh im nào con tinh trùng bé nhỏ của bố con sắp dc sống r sống nhớ làm người nha chứ làm dum dum thì động vậ đơn bào làm đc rồi tiến hóa làm chi uổng,1.0
Biến đi thằng âm binh,1.0
Mat lon linh ca loc nay choi xuong lam,2.0
"Mong nhà tiên tri  luôn luôn khỏe mạnh, tránh được dịch bệnh.",0.0
Thằng óc chó thường có fans óc chó theo sau :))),2.0
Ngu vc cố đánh làm đ j,1.0
Mặt chuột kẹp ngu như bò,2.0
Trần Sang ổ cc,1.0
Giờ mày xin lỗi thì cũng muộn rồi,0.0
"Bọn khốn nạn không có đạo đức nó còn vào tận nhà nó lừa đảo cướp bóc, ở ngoài đường có là gì",2.0
Cuộc sống ai lường trc điều gì :((,0.0
Ok Haha đừng nhé em,0.0
Chị 3 ơi trã tiền cho cô minh hiều kìa,0.0
Đume có mắt như mù à tiền là cái loz gì mà thik chơi thì dell công bằng ở đấy mà xàm loz hay gì ăn tiền cho đã rồi quay qua xin lỗi ủa vậy có não ko vậy hay não vứt cho c.h.ó gặm roiif,2.0
Giống thằng cha warwick đánh ngu live bên hàn ngày xưa,1.0
Gài bẫy,0.0
Tàn bạo quá,1.0
trung bình + của mấy cái thể loại hông thèm suy ngỉ nào đấy trước khi cmt =)) trên wall fb đăng đạo lý như thật để tạo lớp mặt nạ nào đấy =)) cái loại 2 mặt nhìn tởm vl thề =)),2.0
Bảo sao bị bắt dân nó đánh chết cũng đáng,1.0
HLV OC CHO!,2.0
Đủ cách lừa,0.0
Đjt mịa thằng Trâu dê,2.0
ờ ờ sủa cho cố vào mà đéo biết lũ nam kì chúng m đều từ bọn t mà ra đo cu,2.0
"Chiếm đoạt tiền dân thôi. Giờ toàn thề thốt chơi chữ. ""tặng quà"" chứ không phải là hối lộ. Thằng cựu bộ trưởng đổ thằng thứ trưởng, thằng thứ trưởng đổ thằng bộ trưởng. Một lũ lãnh đạo mà thua thằng giang hồ ra tòa hay những người chân chính bị bắt vì ""chống phá chế độ""",1.0
vì cả người cầm quyền của đất nước còn khốn nạn thì dân có là gì,2.0
So cái địt mẹ mày bắt vậy thì về bắt tôm bắt tép đi,2.0
sao cái vụ bỏ con chưa thấy lên tiếng,0.0
con cu m nha,1.0
tuyển thủ top thách đấu bảo lỗi Cỡ ông chắc chưa đc đụng nó nữa mà chê,0.0
trước đó nữa ô ơi?,0.0
Ở Việt Nam chỉ có độ tày và độ phùng thôi nhá,0.0
Đĩ mẹ nó lại hỏng mạng🙂,1.0
Cô ba vàng ngọc nghe mắt cười vc đồ thứ nước rửa cầu tiêu mà tưởng mình là sân siêu bột kết.Nói chuyện đéo biết nhục tí nào?Cô Ba Vàng Mã hahahaha,2.0
Thằng làm nghề giáo dục cuồng like .,1.0
hhhh t buồn cười thật nhìn t dóng mượn đt mẹ như m ko nhỉ hhh,0.0
Trẻ trâu đóng film hài hả 🙂,1.0
uôi a à :)),0.0
Đ.m thằng ad lại dùng IE rồi =))),1.0
Đứng đầu mẫu nghi thiên hạ,0.0
"sợ ghê thử nói coi nghe chút đi nào, xem ai đó lên hầu toà ko nhé ,",0.0
Do chú đánh ngu anti có làm j đâu cũng đổ thừa đc,1.0
rên như con chó,1.0
Mày đi ăn cứt đi chứ sủa chi hoài z,2.0
Tuyệt ạ,0.0
"Tân cùng của sự khốn nạn, giỏi ra mà cướp ngân hàng, mấy chục tiền lẻ mà cũng gọi là đi cướp, hèn hạ thế",2.0
"Ảnh đầu thì chụp tên, thằng quyền nó dân Miền Bắc, ảnh thứ 2 có chữ zậy nhưng lại đ có ảnh nền của nó =)) bố cắt cái ảnh khác ghép vào. bố thằng đần độn. Loại ĐCT rách của mày ngu lắm =)) xuống rank vàng 2/17 kêu làm game khó hơn bla bla rồi trái lane ""v",2.0
Nhìn mặt ông bà là biết rồi. Mong pháp luật xử nặng tay vào,1.0
https://www.facebook.com/iigiz3 fb này mới real này mấy ông =)),0.0
Bạn nữ giọng tuyệt vời đấy kk,0.0
"Ở nhà giúp mẹ giúp cha , cực kì thuyết phục mã cha chúng mày",2.0
Mày bắt kiểu gì đấy? Có bằng cấp gì không đấy?,0.0
Xin đéo:)),1.0
Bùn nhở,0.0
"Tụi mày tuổi lồn, nói thế cho nó vuông",2.0
"loại chó, vậy mày phải ra làm 1 lần mới biết, loại máy gặp đầu tạo đánh đo",2.0
Địt mẹ lũ chó bán nước,2.0
Ông đang phát mát đội tuyển việt nam rồi,0.0
MiMi Nguyen z cho an toàn nhe cưng,0.0
Mấy thằng hàn nó k sang nó vả cho nhỉ,0.0
Cảnh giác không có mê trai gặp là sắp lại buôn chuyện mất cảnh giác mát là bài học,0.0
"Thằng AD này, mày điên à",2.0
Hương Quỳnh,0.0
Đeo xong lại kéo xuống,0.0
Ủa tưởng đủ 10k like gì đó bỏ game rồi sao giờ vẫn ytb nha ?,0.0
Cày view video này đê mn cho lên top trending nào 🤪,0.0
 dog boy,1.0
Dm trọng tài Dm trọng tài Dm trọng tài,2.0
Cà khịa đi xíu thầy vô chửi cm🤦,1.0
"coi như xong các cầu thủ không nên vui mừng quá sớm không khéo lại xôi hỏng bỏng không (lũ chúng nó tiền của nạn nhân chất độc da cam,trẻ em tàn tật,đồng bào lũ lụt,tiền trợ cấp xh",1.0
"Clm đanha bạc , chát sẽ lol, chịu rồi .",1.0
Sai 1 li đi một acc,0.0
"Đm nứng lòn ghê dị hà, ngta đánh đôi 3 đi đánh đôi heo, dừa lòn 🤣",1.0
"thuốc mê thì gây mê , thầy thì gây nứng 😀",1.0
"Và,xe máy đả đi",0.0
Nhìn hãm lol quá,1.0
phuc phung tri giống cá giồ táp cứt chứ cá lóc đâu ra ^^,1.0
Chó cắn áo rách dm nó cái xã hội này người thật thà thường bị thiệt thòi còn ke chôm cấp thì nho nho ngoài pháp luật sao những thể loại đấy ko bệnh tật ốm đau chết me nó hết đi,2.0
Tưởng xin lỗi là được à,0.0
Tôi hiểu cảm giác lúc đó .,0.0
add e muốn mua cái này mua ở đâu ạ.,0.0
Chuyên môn đổ thừa,1.0
Hoàng Minh Sơn Đức Hiếu mic bên kia chắc là tk nào đấy vừa chơi vừa chịch hsao ấy,0.0
Biến mẹ mày đi,2.0
Sry cc,1.0
"Ca để làm bồ nhìn, pháp luật thì ko nghiêm minh",0.0
Taooo đi top thì cái game nó dễ quá nên t đi rừng cho nó vui hiểu chưa m muốn lên rank thì câm cái mồm vào người ta còn gánh cho t nghe t cũng dell có tâm trạng đánh và t cũng éo muốn thằng em t gánh m m hiểu chưa,0.0
Người ta vi phạm thì người chịu trách nhiệm về mức phạt đưa ra chứ phương tiện hư ai chịu trách nhiệm ko hiểu,0.0
di ngôn cuối cùng của thg đạo nhạc,0.0
Mình không ai theo đuổi nè hỡi các bạn thích cô gái có nhiều người theo đuổi :)),0.0
"Dkm phat ,noi nhu c",2.0
Ngoc Chu đme đang ăn sáng 🙂,1.0
Thang khung,2.0
"TÂM THẦN CÓ THẦN LINH HƯỚNG DẪN ,DÁM LÀM .CHẾT NHÁT THÌ LÀM CHÓ ĐI ,LÀM NÔ LỆ ĐI .ÔNG TRỜI ĐANG RÂY ,LỰA LỘC AI LÀ CON ÔNG TRỜI TÀI ĐỨC VĂN VÕ TỪ BI BÁC ÁI RA LẢNH ĐẠO QUỐC GIA .AI LÀM ĐƯỢC ? TÔI VÀ ANH CHỊ .HÃY HANH ĐỘNG .TOÀN NGƯỜI VN NHÌN CHON LỰA ĐỦ TIÊU CHUẨN RA LÀM TỔNG THỐNG THAY ĐỔI CHẾ ĐỘ CSVN.",1.0
so ba mày clm chó chết,2.0
Yeu nhau ko bao giờ được dụ nha anh . Nhưng mà phải Liếm lôn nha a 🤣🤣🤣🤣🤣🤣,1.0
"Phương Dung Nguyễn chị chơi vậy, ai đ* chị",1.0
Là sao mình K hiểu sao cô gái ấy bỏ chay,0.0
Clm mày,2.0
Cả sư đoàn anh ưii:v,0.0
chết cụ mày đi,2.0
Fake nha trang cá nhân ổng bị sập rồi,0.0
Minh Công nói thật bây gio tui ghét bọn hàn như ghét cức,1.0
Nói gì thì nói ci kia k bít nta mà S đứng sát lmjv . Ai biu dựng xe k rút chìa khoá .,0.0
":)) Con bố Phước nói đc mà đ làm được à, ngta khinh cho đấy",1.0
Lỗi lầm cc,1.0
người ta nguu chắc m ngáo nhỉ ? Fan ruồi sáng đỡ bô cho Rách 5 triệu,1.0
Vcl aatrox dùng chiêu trật hết xong đánh thường chết adc,0.0
Nhà dột từ nóc,1.0
Ko khiên xin lỗi,0.0
Chắc Tiệp nghĩ Tiệp là hạng Thượng đẳng :)),1.0
so so lốn cài,1.0
Đm dlv bơi hết vào đây,1.0
Anh Trung Giả Kim 😂,0.0
T cày 1 đêm ct lên td cmnl đánh mãi 1 chỗ mà vẫn ancut được thêm cái m0m~ để cno ỉa vào đầu k thấy nhục,1.0
me may du,2.0
Nguyễn Việt Hưng https://www.facebook.com/iigiz3 Mời ae,0.0
Sin lỗi ccccc,1.0
Tiên tri gi gọi là tri thần kinh,1.0
Lao gia KHUNG tien tri cai con C.,2.0
"Lộc đéo cmt là bác đc yên r. Lộc cmt cái bác \""lên\"" nóc nhà bắt con gà... Bãi đéo nào cũng có dấu răng của L :))",1.0
Vinh Phan :)))))))))))) chán,0.0
Địch mẹ,1.0
có cl mà bồi thường,1.0
kệ cha chúng mày mọi việc đã có ĐẺNG và đám BÒ ĐỎ ÓC BÒ nó lo.,2.0
cái địt con mẹ m,2.0
chui ra khỏi hang rồi à,0.0
 địt con mẹ mày,2.0
nhìn thằng nguyễn mạnh nó cmt là hiểu fan dách nó như nào rồi =)) toàn lũ trẩu,1.0
Ho tran xuong,0.0
Con linh cá lóc xấu người lại xấu nết chưa ai có cái mồm xấu như con đó,2.0
Việt Nam phải như Thái Lan cướp xe máy bằng tội cướp ngân hàng có như vậy Việt Nam mới ổn,0.0
Bọn này mà bắt đc đâ mù bép chúng nó đi,1.0
"ngày xưa chưa làm lại map, ảnh pick con tướng op xong win mấy kèo tởm, xong ảnh bảo ảnh one champ cao thủ, nhưng ko có tư duy. cứ đè 1 lane đi thẳng mặc kệ tất cả",0.0
Thằng chó mày cút khỏi đất nước tao đi thằng chó đẻ,2.0
Những vụ thế này c an không vào cuộc điều tra,0.0
đúng trình tự là lên mạng viết stt chửi đổng,0.0
Sao thằng ku này chơi hay gào thét rồi nghiến răng nghiến lợi vậy nhỉ,0.0
Xào lăn cũng ngon anh ạ :)),0.0
Cực kì cái con mã mẹ tụi mày chứ thuyết phục 🤬,2.0
Tầm nhìn ko có,0.0
Vô cái đb,1.0
Tổ Sư Bố Con Thần Kinh :))),2.0
"Hiến máu phải chờ xét nghiệm có kqua rồi mới đưa máu vào sử dụng. Đất nước văn minh, giống loài thượng đẳng đấy các bạn ạ 😢😢",1.0
con cháu tay rửa chén đi chê bai người dũa móng tay !,1.0
Địt con mẹ. Mày ko bằng 1 con chó . mày quá thiên vị với tuyển vn chúng tôi. Tôi cầu nguyện mày chết sớm,2.0
Bro Cter Main ờ hớ hờ đi eim vì 5ty rất thích=),0.0
Mốt hẹn vậy cho sang nè Tram Le Diệp Linh,0.0
như thằng bệnh,2.0
cái trình đct 275đ =)) tự hào qá,0.0
Theo luật thì có nhưng thực tế cũng có mà có cái nịt,0.0
nhưng kg lỗi j vẫn vẽ ra lỗi kg bắt lạt được lại quay ra xl thế dân sai có cho dân xl kg nhỉ,0.0
"Hiểu pê đê nhục, miệng sửa như chó, đầu ngu như bò, bạn thân bóng vàng mã dơ kkkk",2.0
Nhảm nhí. Mày kiếm đâu ra cái tờ giấy này rồi vu khốg thế,1.0
Ủa mày vừa thổi còi vừa chơi post face à?!,1.0
Đume m con đũy già trọng tài như cc ngta,2.0
nói mày ngu là thiếu tôn trọng thằng ngu mực,2.0
Bao ChiMiinh AnhNy Thảo ng ba ria:,0.0
thằng ngu,2.0
Trong Nam trộm cắp nhan nhạn sợ thật,1.0
So so con mẹ mi nờ thằng chó,2.0
rồi nào lên hầu toà để biết đường hóng nè,0.0
Cướp bốc VN chổ nào cũng có,0.0
Như 1 con bò động đực clm =))),1.0
"anti ví dụ ngu, bị bắt bài câm họng",1.0
QuocAnh Tr được,0.0
"Thịnn Truon sao t liên tưởng tới m nhỉ ""fl đi đừng tiếc """,0.0
Tỉ phú nào đấy tẩy chay đồ vô học,2.0
Con này hết thuốt chửa chữa rồi xin lỗi . Thua cạn lợi,2.0
Chắc mấy thằng lìn này vô hỏi xôi ngon kg thì kg biết thấy e cũng ngon .cô bán xôi mờ lem chảy nước miếng và cái kết đắng lòng,0.0
Nick giả đấy mmg,0.0
Đã quá muộn rồi,0.0
Vc,1.0
câm mõm vào,1.0
vcl bôi cứt mũi,1.0
"Thằng vô danh tiểu tốt này chấp nó làm gì, cho vài tệ nói cái đéo gì nó cũng nói, có khi bảo nó chửi bố nó nó cũng chửi. Kệ nó đi! Bao giờ là quan chức hẵng hay !",2.0
Dàn cảnh cướp xe máy manh động quá,0.0
Đưa a Độ về bắt ít gà Tày làm khô gà bán cho các ông đấy,0.0
"công kích cá nhân khác đóng góp ý kiến, m xem mới đầu t chả có chửi hay xúc phạm m cả mà m xúc phạm t trước nhé đó là công kích cá nhân đấy",0.0
Vãi cứt,1.0
Tội nghiệp em gái Rút kinh nghiệm lần sau chống trộm + xích chiếc xe lại nhé,0.0
mỗi lần CÁAAAAAAA là má tui cười lộn ruột =]],0.0
Trộm cắp hoành hành,1.0
sủa câu ngứa dái thật sự =))),1.0
sale cc à thầy 😆😆,1.0
Ko biết tâm sự cùng ai :)),0.0
tao coi con quỷ mặt rỗ trần đoàn mà tao tức lồng ngực tao ak,2.0
